x	y	top_z	substrate_z	normalized_height	slope1	slope4	slope8	dx4	dy4	substrate	visible
6	8	12	11	0.857143	0.000	14.036	10.620	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
7	8	12	11	0.857143	0.000	20.556	14.450	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
8	8	11	11	0.857143	26.565	20.556	20.815	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	8	10	10	0.714286	26.565	20.556	20.815	-0.375	0.000	minecraft:dirt	minecraft:dirt
10	8	10	10	0.714286	26.565	21.568	20.815	-0.375	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
11	8	9	9	0.571429	35.264	27.266	17.676	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
12	8	9	9	0.571429	26.565	32.513	18.602	-0.625	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
13	8	9	8	0.428571	26.565	27.266	15.616	-0.500	0.125	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
14	8	8	8	0.428571	35.264	27.266	15.616	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
15	8	8	7	0.285714	48.190	19.471	11.180	-0.250	0.250	minecraft:dirt	minecraft:water[level=1]
16	8	8	6	0.142857	26.565	14.036	11.180	-0.250	0.000	minecraft:dirt	minecraft:water[level=1]
17	8	8	6	0.142857	0.000	7.125	5.051	-0.125	0.000	minecraft:dirt	minecraft:water[level=1]
18	8	8	6	0.142857	26.565	10.025	11.180	-0.125	-0.125	minecraft:dirt	minecraft:water[level=1]
19	8	8	7	0.285714	35.264	10.025	10.620	0.125	-0.125	minecraft:dirt	minecraft:water[level=2]
20	8	8	7	0.285714	0.000	24.261	14.036	0.250	-0.375	minecraft:dirt	minecraft:water[level=3]
21	8	8	7	0.285714	0.000	27.938	14.450	0.375	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
22	8	8	7	0.285714	35.264	27.938	14.450	0.375	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
23	8	8	8	0.428571	35.264	24.261	15.616	0.250	-0.375	minecraft:dirt	minecraft:dirt
24	8	8	8	0.428571	35.264	24.261	17.354	0.250	-0.375	minecraft:dirt	minecraft:dirt
25	8	9	9	0.571429	35.264	19.471	14.851	0.250	-0.250	minecraft:dirt	minecraft:dirt
26	8	10	9	0.571429	0.000	19.471	14.851	0.250	-0.250	minecraft:grass_block[snowy=false]	minecraft:fern
27	8	10	9	0.571429	0.000	15.616	10.025	0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
28	8	11	9	0.571429	0.000	15.616	10.025	0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
29	8	9	9	0.571429	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
30	8	10	9	0.571429	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
31	8	10	9	0.571429	0.000	7.125	14.450	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
32	8	9	9	0.571429	0.000	7.125	14.450	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
33	8	9	9	0.571429	0.000	7.125	11.180	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
34	8	10	9	0.571429	0.000	7.125	3.576	0.000	0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
35	8	9	9	0.571429	0.000	21.568	3.576	0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
36	8	9	9	0.571429	0.000	21.568	3.576	0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
37	8	9	9	0.571429	0.000	21.568	3.576	0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
38	8	9	9	0.571429	57.688	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
39	8	12	12	1.000000	60.983	14.036	3.576	0.000	-0.250	minecraft:stone	minecraft:stone
40	8	12	12	1.000000	0.000	7.125	3.576	0.000	-0.125	minecraft:stone	minecraft:stone
41	8	12	12	1.000000	57.688	7.125	3.576	0.000	-0.125	minecraft:stone	minecraft:stone
42	8	12	9	0.571429	64.761	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:stone_slab[type=bottom, waterlogged=false]
43	8	9	9	0.571429	0.000	21.568	10.620	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
44	8	9	9	0.571429	0.000	21.568	3.576	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
45	8	10	9	0.571429	0.000	21.568	3.576	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
46	8	10	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=upper]
47	8	10	9	0.571429	0.000	0.000	11.180	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
48	8	11	9	0.571429	0.000	0.000	11.180	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
49	8	11	9	0.571429	0.000	0.000	11.180	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
50	8	11	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
51	8	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
52	8	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
53	8	10	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
54	8	10	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
55	8	11	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
56	8	10	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
57	8	10	9	0.571429	0.000	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
58	8	10	9	0.571429	26.565	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
59	8	9	8	0.428571	26.565	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
60	8	9	8	0.428571	0.000	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
61	8	9	8	0.428571	0.000	7.125	7.956	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
62	8	9	8	0.428571	0.000	7.125	7.956	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
0	9	12	12	1.000000	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
1	9	12	12	1.000000	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
2	9	12	12	1.000000	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
3	9	12	12	1.000000	0.000	10.025	7.956	-0.125	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
4	9	12	12	1.000000	26.565	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
5	9	11	11	0.857143	35.264	14.036	10.620	-0.250	0.000	minecraft:dirt	minecraft:dirt
6	9	12	11	0.857143	0.000	14.036	10.620	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
7	9	11	11	0.857143	0.000	14.036	14.036	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
8	9	11	11	0.857143	35.264	21.568	20.815	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	9	10	10	0.714286	26.565	20.556	20.815	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
10	9	10	10	0.714286	0.000	21.568	20.815	-0.375	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
11	9	10	10	0.714286	35.264	26.565	20.815	-0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
12	9	9	9	0.571429	45.000	32.513	18.602	-0.625	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
13	9	9	8	0.428571	35.264	27.266	15.616	-0.500	0.125	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
14	9	8	8	0.428571	26.565	27.266	15.616	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
15	9	8	7	0.285714	45.000	29.206	15.616	-0.500	0.250	minecraft:dirt	minecraft:water[level=2]
16	9	8	6	0.142857	35.264	15.616	10.620	-0.250	0.125	minecraft:dirt	minecraft:water[level=2]
17	9	8	6	0.142857	0.000	7.125	7.956	-0.125	0.000	minecraft:dirt	minecraft:water[level=2]
18	9	8	6	0.142857	0.000	7.125	5.051	-0.125	0.000	minecraft:dirt	minecraft:water[level=2]
19	9	8	6	0.142857	26.565	14.036	11.180	0.000	-0.250	minecraft:dirt	minecraft:water[level=3]
20	9	8	7	0.285714	26.565	24.261	10.620	0.250	-0.375	minecraft:dirt	minecraft:water[level=4]
21	9	8	7	0.285714	0.000	24.261	14.450	0.250	-0.375	minecraft:dirt	minecraft:water[level=5]
22	9	8	7	0.285714	26.565	27.938	14.450	0.375	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
23	9	8	7	0.285714	35.264	27.938	15.616	0.375	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
24	9	8	8	0.428571	26.565	19.471	17.354	0.250	-0.250	minecraft:dirt	minecraft:dirt
25	9	9	8	0.428571	35.264	24.261	14.851	0.250	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
26	9	10	9	0.571429	35.264	19.471	14.851	0.250	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
27	9	10	9	0.571429	0.000	19.471	20.023	0.250	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
28	9	10	9	0.571429	0.000	15.616	10.025	0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
29	9	10	9	0.571429	0.000	10.025	7.956	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
30	9	10	9	0.571429	0.000	0.000	7.956	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
31	9	10	9	0.571429	0.000	0.000	14.450	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
32	9	9	9	0.571429	0.000	0.000	14.450	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
33	9	9	9	0.571429	0.000	7.125	11.180	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
34	9	10	9	0.571429	45.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
35	9	10	9	0.571429	0.000	15.616	3.576	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
36	9	9	9	0.571429	0.000	21.568	3.576	0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
37	9	9	9	0.571429	0.000	14.036	3.576	0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
38	9	9	9	0.571429	45.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
39	9	11	11	0.857143	64.761	7.125	3.576	0.000	-0.125	minecraft:stone	minecraft:stone
40	9	12	12	1.000000	56.310	7.125	3.576	0.000	-0.125	minecraft:stone	minecraft:stone
41	9	12	11	0.857143	64.761	7.125	3.576	0.000	-0.125	minecraft:stone	minecraft:oak_leaves[distance=7, persistent=true, waterlogged=false]
42	9	10	9	0.571429	45.000	7.125	10.620	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:fern
43	9	10	9	0.571429	0.000	15.616	10.620	-0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
44	9	10	9	0.571429	0.000	20.556	7.125	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
45	9	10	9	0.571429	0.000	14.036	3.576	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
46	9	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
47	9	11	9	0.571429	0.000	0.000	7.956	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
48	9	9	9	0.571429	0.000	0.000	11.180	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
49	9	9	9	0.571429	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
50	9	9	9	0.571429	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
51	9	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
52	9	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
53	9	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
54	9	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
55	9	10	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
56	9	9	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
57	9	10	9	0.571429	0.000	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:fern
58	9	10	9	0.571429	35.264	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:fern
59	9	8	8	0.428571	26.565	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
60	9	9	8	0.428571	0.000	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
61	9	8	8	0.428571	0.000	7.125	7.956	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
62	9	9	8	0.428571	0.000	7.125	7.956	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
0	10	12	12	1.000000	0.000	7.125	7.125	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
1	10	12	12	1.000000	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
2	10	12	12	1.000000	0.000	10.025	7.125	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
3	10	12	12	1.000000	0.000	10.025	7.956	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
4	10	12	12	1.000000	0.000	14.036	10.620	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
5	10	12	12	1.000000	35.264	14.036	11.180	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
6	10	11	11	0.857143	26.565	14.036	11.180	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
7	10	12	11	0.857143	26.565	15.616	14.036	-0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
8	10	10	10	0.714286	35.264	21.568	17.354	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	10	10	10	0.714286	0.000	21.568	20.815	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
10	10	10	10	0.714286	0.000	21.568	20.815	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
11	10	11	10	0.714286	26.565	26.565	17.676	-0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
12	10	9	9	0.571429	26.565	20.556	18.602	-0.375	0.000	minecraft:coarse_dirt	minecraft:coarse_dirt
13	10	10	9	0.571429	26.565	27.266	18.602	-0.500	0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
14	10	8	8	0.428571	45.000	27.266	18.602	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
15	10	8	7	0.285714	26.565	24.261	15.616	-0.375	0.250	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
16	10	8	7	0.285714	35.264	19.471	7.956	-0.250	0.250	minecraft:dirt	minecraft:water[level=3]
17	10	8	6	0.142857	35.264	15.616	7.125	-0.250	0.125	minecraft:dirt	minecraft:water[level=3]
18	10	8	6	0.142857	35.264	14.036	7.956	-0.250	0.000	minecraft:dirt	minecraft:water[level=3]
19	10	8	7	0.285714	35.264	14.036	7.956	0.000	-0.250	minecraft:dirt	minecraft:water[level=4]
20	10	8	7	0.285714	26.565	15.616	7.125	0.125	-0.250	minecraft:dirt	minecraft:water[level=5]
21	10	8	7	0.285714	35.264	19.471	14.036	0.250	-0.250	minecraft:dirt	minecraft:water[level=6]
22	10	8	6	0.142857	26.565	24.261	14.450	0.250	-0.375	minecraft:dirt	minecraft:water[level=7]
23	10	8	7	0.285714	45.000	24.261	15.616	0.250	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
24	10	8	8	0.428571	35.264	15.616	15.616	0.250	-0.125	minecraft:dirt	minecraft:dirt
25	10	8	8	0.428571	0.000	19.471	12.699	0.250	-0.250	minecraft:dirt	minecraft:dirt
26	10	9	8	0.428571	35.264	27.938	20.023	0.375	-0.375	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
27	10	9	9	0.571429	26.565	15.616	12.699	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
28	10	9	9	0.571429	0.000	10.025	10.025	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
29	10	10	9	0.571429	0.000	7.125	7.956	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
30	10	10	9	0.571429	0.000	20.556	11.180	0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
31	10	9	9	0.571429	0.000	0.000	7.956	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
32	10	10	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
33	10	10	9	0.571429	54.736	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:oak_leaves[distance=7, persistent=true, waterlogged=false]
34	10	12	11	0.857143	56.310	0.000	5.051	0.000	0.000	minecraft:stone	minecraft:stone_slab[type=top, waterlogged=false]
35	10	9	9	0.571429	48.190	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
36	10	9	9	0.571429	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
37	10	9	9	0.571429	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
38	10	9	9	0.571429	0.000	14.036	3.576	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
39	10	9	9	0.571429	45.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
40	10	9	9	0.571429	56.310	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
41	10	10	9	0.571429	45.000	20.556	3.576	0.000	-0.375	minecraft:grass_block[snowy=false]	minecraft:fern
42	10	12	9	0.571429	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=upper]
43	10	10	9	0.571429	0.000	0.000	10.620	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
44	10	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
45	10	10	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=upper]
46	10	10	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
47	10	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
48	10	11	9	0.571429	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
49	10	10	9	0.571429	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
50	10	10	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
51	10	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
52	10	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
53	10	9	9	0.571429	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
54	10	9	9	0.571429	0.000	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
55	10	10	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
56	10	11	9	0.571429	0.000	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
57	10	9	9	0.571429	26.565	10.025	3.576	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
58	10	8	8	0.428571	35.264	10.025	5.051	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
59	10	8	8	0.428571	0.000	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
60	10	8	8	0.428571	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
61	10	8	8	0.428571	0.000	7.125	5.051	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
62	10	8	8	0.428571	0.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
0	11	12	12	1.000000	0.000	7.125	7.125	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
1	11	12	12	1.000000	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
2	11	12	12	1.000000	0.000	15.616	7.125	-0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
3	11	12	12	1.000000	0.000	15.616	7.956	-0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
4	11	12	12	1.000000	0.000	14.036	12.699	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
5	11	12	12	1.000000	35.264	14.036	14.450	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
6	11	11	11	0.857143	26.565	14.036	11.180	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
7	11	11	11	0.857143	26.565	15.616	14.450	-0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
8	11	10	10	0.714286	26.565	21.568	17.354	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	11	10	10	0.714286	0.000	27.266	17.354	-0.500	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
10	11	11	10	0.714286	0.000	21.568	17.354	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
11	11	10	10	0.714286	26.565	26.565	17.676	-0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
12	11	9	9	0.571429	45.000	20.556	21.568	-0.375	0.000	minecraft:coarse_dirt	minecraft:coarse_dirt
13	11	9	8	0.428571	35.264	21.568	21.568	-0.375	0.125	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
14	11	8	8	0.428571	26.565	24.261	18.602	-0.375	0.250	minecraft:coarse_dirt	minecraft:coarse_dirt
15	11	8	7	0.285714	35.264	24.261	14.450	-0.375	0.250	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
16	11	8	7	0.285714	0.000	24.261	11.180	-0.375	0.250	minecraft:dirt	minecraft:water[level=4]
17	11	8	7	0.285714	26.565	19.471	7.125	-0.250	0.250	minecraft:dirt	minecraft:water[level=4]
18	11	8	7	0.285714	26.565	15.616	7.125	-0.250	0.125	minecraft:dirt	minecraft:water[level=4]
19	11	8	7	0.285714	26.565	0.000	7.956	0.000	0.000	minecraft:dirt	minecraft:water[level=5]
20	11	8	6	0.142857	35.264	7.125	7.125	0.000	-0.125	minecraft:dirt	minecraft:water[level=6]
21	11	8	6	0.142857	26.565	10.025	11.180	0.125	-0.125	minecraft:dirt	minecraft:water[level=7]
22	11	7	6	0.142857	26.565	15.616	11.180	0.125	-0.250	minecraft:dirt	minecraft:water[level=0]
23	11	7	7	0.285714	35.264	19.471	15.616	0.250	-0.250	minecraft:coarse_dirt	minecraft:coarse_dirt
24	11	8	7	0.285714	35.264	21.568	15.616	0.375	-0.125	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
25	11	8	8	0.428571	26.565	24.261	19.471	0.375	-0.250	minecraft:dirt	minecraft:dirt
26	11	9	8	0.428571	26.565	24.261	18.602	0.375	-0.250	minecraft:dirt	minecraft:granite_slab[type=bottom, waterlogged=false]
27	11	10	9	0.571429	35.264	15.616	14.851	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
28	11	9	9	0.571429	26.565	15.616	12.699	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
29	11	10	9	0.571429	0.000	20.556	11.180	0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
30	11	9	9	0.571429	0.000	26.565	11.180	0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
31	11	9	9	0.571429	0.000	7.125	7.956	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
32	11	10	9	0.571429	45.000	0.000	7.956	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
33	11	12	11	0.857143	56.310	0.000	5.051	0.000	0.000	minecraft:stone	minecraft:stone_slab[type=bottom, waterlogged=false]
34	11	12	12	1.000000	26.565	0.000	5.051	0.000	0.000	minecraft:stone	minecraft:stone
35	11	12	10	0.714286	56.310	0.000	3.576	0.000	0.000	minecraft:stone	minecraft:stone_slab[type=double, waterlogged=false]
36	11	9	9	0.571429	26.565	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
